0.048,288.63,158.6,256.008,248.612,243.614,177.689,289.109,197.658,215.582,216.318,104.099,128.417,86.512,79.647,142.212,243.687,97.857,208.36,244.789,283.468,109.822,153.49,163.891,195.888,215.822,205.261,230.159,280.029,142.827,400.183,223.138,124.23,252.461,223.422,316.829,135.497,120.763,146.731,100.743,213.998,238.028,204.927,245.007,362.961,242.97,236.72,171.114,90.849,115.31,142.095,195.077,240.852,170.062,342.684,394.672,264.843,333.52,204.747,219.999,286.403,262.787,326.848,385.189,232.456,213.607,166.624,258.474,173.324,133.659,354.264,132.72,124.308,87.878,242.593,246.832,109.438,147.804,143.018,110.068,165.644,181.943,265.59,362.514,141.816,273.185,224.423,89.545,111.724,195.03,148.085,149.976,236.48,315.361,149.736,81.663,143.68,156.533,164.246,193.738,115.794,182.764,234.831,318.377,151.823,269.352,143.691,172.449,89.234,339.917,332.641,363.304,154.313,178.084,299.778,295.46,362.72,290.611,118.268,150.796,116.531,93.057,56.494,299.14,237.018,239.758,129.912,378.781,301.374,271.962,111.975,106.39,109.242,323.235,161.86,175.353,187.375,173.771,115.999,126.087,267.396,379.581,206.492,227.83,181.241,175.424,309.863,341.599,202.989,194.102,160.765,307.65,199.309,197.832,304.712,153.238,217.739,303.798,170.368,92.966,334.455,323.765,248.146,99.043,335.247,268.041,241.771,123.338,289.266,117.152,115.799,176.552,423.03,216.197,243.92,299.234,202.451,222.506,251.93,262.264,226.479,214.407,200.084,177.087,250.129,229.773,218.553,226.263,237.439,196.645,225.36,243.832,220.477,216.547,345.596,227.958,198.157,260.92,213.004,263.835,208.637,201.232,157.917,338.158,147.82,291.655,360.742,181.669,391.456,156.309,203.559,267.414,179.46,180.595,145.851,153.942,313.863,143.519,248.717,145.073,243.752,68.558,150.685,199.374,239.953,167.314,127.872,320.256,306.713,241.636,230.701,218.376,169.912,136.943,270.405,100.258,130.846,278.57,110.319,181.307,314.793,148.35,210.6,162.572,308.251,223.376
156.11,219.35,0.044,115.507,92.526,180.687,94.916,228.544,133.591,115.048,92.448,45.924,12.772,22.293,41.987,20.999,108.464,27.266,96.945,108.863,224.58,15.797,63.221,54.502,109.876,107.05,126.992,107.241,94.748,66.693,250.392,128.604,72.975,127.006,127.835,247.397,69.633,56.678,38.391,20.931,228.906,95.53,123.144,111.185,222.981,124.061,126.93,99.711,176.493,48.029,8.524,51.141,126.352,38.464,226.786,255.839,115.156,219.207,114.004,107.021,162.435,147.846,280.255,260.566,137.148,126.51,17.616,136.931,153.374,34.913,240.272,69.191,81.19,42.093,132.573,97.823,27.53,81.036,27.641,23.713,56.041,27.988,216.997,227.506,51.692,143.797,96.095,41.722,20.635,89.168,36.105,64.856,113.764,200.364,19.736,41.029,85.338,109.113,63.57,16.037,30.489,54.658,135.375,218.837,19.067,199.605,125.423,19.864,26.897,225.826,252.537,187.575,13.969,216.497,184.237,147.052,249.292,166.372,39.221,41.943,34.038,37.373,139.382,121.901,116.664,116.944,13.71,256.966,187.861,80.029,26.462,23.233,31.237,205.923,46.167,22.34,58.746,45.901,31.89,25.841,112.879,244.557,126.915,104.946,116.231,93.19,126.984,221.972,87.229,90.297,98.203,178.778,121.107,98.921,21.103,61.562,119.595,228.506,54.297,177.305,47.342,263.168,125.179,15.515,185.59,251.252,171.366,74.84,216.774,22.714,19.399,100.152,263.562,97.543,109.301,115.326,117.691,90.493,141.917,135.101,152.379,132.166,90.042,97.279,99.454,112.749,148.78,123.402,126.933,79.002,146.482,115.239,121.035,97.096,250.032,105.789,106.873,112.8,95.1,140.83,94.1,97.762,95.674,221.061,16.807,223.566,212.811,92.371,241.881,76.601,120.874,151.965,89.55,105.736,18.199,41.979,255.192,89.966,102.67,17.298,109.999,148.194,59.882,111.75,131.138,91.622,222.391,233.009,174.85,134.379,98.05,152.492,12.211,22.764,145.341,103.247,11.789,151.342,22.221,107.781,235.694,105.158,97.93,99.991,181.265,102.86
256.255,243.772,114.104,0.019,23.746,271.421,24.966,280.47,52.386,36.281,27.498,142.522,105.585,95.96,130.746,103.505,43.643,115.792,40.832,2.168,295.169,120.906,171.572,174.948,45.488,19.983,33.238,23.876,13.812,171.02,245.532,14.293,165.141,26.055,14.775,265.517,164.713,153.101,136.907,106.229,171.827,32.035,63.316,36.404,229.176,7.316,39.212,185.641,260.462,132.936,102.912,170.581,72.477,133.583,140.959,258.619,45.255,322.21,23.79,18.427,82.988,77.447,190.941,350.215,34.761,27.302,99.007,22.032,230.853,146.111,260.797,162.129,171.213,118.362,68.35,35.762,110.46,172.54,121.837,120.948,176.462,113.19,194.642,156.014,144.211,74.833,39.594,125.557,126.485,34.857,137.959,179.234,39.668,294.248,112.163,131.026,175.186,177.787,169.429,121.979,133.93,180.077,40.151,330.814,127.812,277.243,198.29,105.015,122.132,142.774,315.43,293.861,95.393,153.309,95.801,32.772,206.681,249.325,138.501,139.584,146.502,122.772,220.023,30.568,36.87,121.705,97.366,205.976,137.07,204.538,127.151,127.345,135.619,306.183,149.427,93.856,171.474,148.499,127.788,99.852,0.665,189.228,46.232,13.878,209.944,18.26,14.46,133.555,31.943,33.438,18.045,294.952,15.043,18.302,107.171,190.397,41.057,323.47,143.227,263.206,136.947,209.978,30.169,99.65,87.638,186.793,90.441,152.569,190.024,96.911,122.009,33.593,138.546,38.154,18.406,27.266,17.45,35.901,70.171,19.239,75.278,53.663,25.931,25.834,24.876,10.309,54.707,31.569,38.816,30.391,58.132,38.71,25.681,25.088,211.222,15.369,21.709,9.807,191.963,26.023,25.313,25.319,23.745,256.152,102.448,213.234,137.756,28.088,138.607,175.916,30.041,30.307,34.155,24.068,124.388,129.716,279.03,100.864,26.126,99.906,15.124,232.175,142.711,37.033,44.826,168.485,122.313,262.936,61.736,46.42,27.8,55.009,106.157,106.046,76.349,189.107,109.231,153.265,143.427,42.991,217.923,198.401,46.76,19.743,129.319,41.516
248.523,280.178,95.368,23.435,0.045,235.225,10.179,279.994,50.045,30.979,8.985,114.151,74.51,77.645,108.732,79.32,22.689,91.624,17.707,22.087,299.141,94.029,143.188,149.068,39.309,23.756,17.019,43.666,10.641,148.528,262.093,30.891,137.222,48.419,19.165,243.806,144.696,131.626,108.101,84.569,151.947,18.446,44.135,32.985,206.451,27.559,36.185,163.154,239.169,113.66,83.315,143.528,35.214,105.124,143.147,267.099,26.915,293.275,30.479,8.435,85.675,56.169,174.641,260.316,51.577,36.953,74.035,44.18,204.918,117.958,259.645,142.324,147.517,99.081,46.079,13.757,88.047,152.094,97.117,89.637,149.945,90.317,226.135,137.896,124.086,69.059,17.658,103.842,99.843,13.57,103.183,144.056,18.055,272.238,80.5,108.922,152.3,177.373,146.732,90.685,107.763,150.661,47.569,303.408,100.525,270.013,170.143,83.081,102.243,130.89,299.066,273.52,79.27,131.678,89.651,59.8,166.179,231.293,111.684,112.911,117.918,99.563,203.652,47.611,46.704,106.732,78.208,184.38,127.805,176.516,102.006,91.313,102.859,279.447,122.442,71.875,145.891,122.579,99.661,85.183,23.426,179.626,48.207,33.792,186.832,13.416,41.482,136.894,10.088,10.653,13.193,258.576,37.484,11.785,84.929,162.249,45.186,294.317,116.666,243.686,117.04,270.057,43.649,73.64,91.375,169.424,93.652,129.434,223.567,74.375,90.886,7.448,124.465,17.844,13.1,29.942,20.325,13.617,62.724,44.925,67.662,37.819,11.569,14.891,15.105,31.486,49.729,38.75,36.594,8.553,52.624,35.476,44.357,9.872,196.283,17.261,22.805,25.899,167.756,54.035,15.212,15.632,9.779,239.267,80.265,217.405,138.465,10.875,150.385,151.516,32.021,57.654,12.12,15.582,98.586,101.242,171.349,76.825,19.291,77.417,22.93,247.611,121.685,15.168,30.742,150.629,100.55,258.967,81.918,43.719,11.689,47.688,87.18,84.992,55.285,158.294,85.975,200.002,116.475,20.824,183.263,178.739,26.194,15.233,107.06,19.471
243.552,143.979,181.005,271.281,235.118,0.031,240.187,198.372,194.555,247.691,217.055,146.808,176.084,182.009,178.543,170.227,237.869,165.292,254.971,233.34,130.452,169.618,107.634,143.575,240.95,233.908,270.976,225.17,221.753,108.08,75.953,248.712,156.243,255.443,227.08,79.635,114.906,123.331,149.704,172.075,364.003,244.836,273.389,242.424,258.209,240.187,248.619,227.572,308.939,154.389,138.049,120.614,260.197,138.85,246.077,78.436,254.895,266.751,264.588,240.371,298.614,276.817,100.481,110.164,287.998,278.215,183.739,272.387,356.643,148.86,50.095,117.402,219.308,170.299,261.765,229.367,168.188,123.392,190.519,134.726,85.706,155.109,167.217,103.003,138.829,292.788,235.222,178.425,150.225,244.639,170.495,119.029,229.955,33.12,183.801,165.403,222.045,229.525,115.615,172.302,186.479,152.086,280.223,288.818,152.363,113.636,243.05,161.655,172.558,137.638,70.272,33.271,184.566,251.342,296.274,320.771,379.479,7.588,158.569,174.166,113.93,168.912,281.56,266.137,254.457,255.316,179.184,420.679,341.016,173.911,160.35,145.472,131.056,254.588,169.661,185.627,143.421,136.95,130.693,180.126,282.773,114.296,193.227,225.061,78.742,262.719,255.611,405.471,213.908,235.672,224.71,18.266,248.164,268.58,196.995,91.779,207.759,60.624,146.923,305.007,206.097,128.479,245.509,139.577,299.775,411.529,78.555,159.924,47.327,170.376,178.303,256.285,166.065,233.553,230.445,223.9,277.445,233.892,262.588,257.575,277.321,305.246,242.145,246.662,257.194,231.296,325.502,259.761,245.037,206.984,316.908,270.982,255.619,231.951,86.372,228.893,274.21,259.576,244.656,312.695,220.63,230.743,250.304,187.66,178.253,166.484,243.431,218.815,30.833,125.322,283.598,292.908,238.612,234.809,138.551,148.469,78.465,177.239,234.279,187.999,230.234,344.427,186.717,240.636,253.511,211.811,323.153,0.849,284.488,274.331,222.339,291.254,189.277,178.834,292.398,243.457,193.383,297.957,125.174,236.205,175.906,251.283,229.422,226.434,327.89,227.328
177.666,275.543,97.804,24.097,10.176,240.126,0.047,273.268,51.956,24.07,6.738,117.83,76.462,81.437,118.569,84.169,31.675,96.732,20.161,18.958,290.602,98.266,155.971,146.757,29.86,17.441,22.077,24.321,7.926,135.137,162.92,27.309,149.02,46.043,14.639,167.457,139.004,143.149,107.247,82.088,151.343,10.481,41.462,27.331,156.976,29.031,34.38,160.459,237.943,118.723,141.523,149.727,51.06,106.845,146.103,264.153,38.474,298.514,39.86,10.618,80.06,63.948,203.271,208.782,41.7,35.57,86.444,47.822,227.245,128.369,239.126,147.119,164.402,99.062,49.827,11.902,95.847,141.613,103.985,92.43,134.663,92.302,227.301,148.191,126.551,69.739,17.137,100.26,106.659,10.821,106.312,146.899,26.515,258.8,87.775,116.243,162.717,168.009,144.559,101.323,106.549,154.205,39.408,313.707,100.679,289.795,171.536,80.03,99.295,128.909,220.923,272.653,78.61,139.222,104.033,57.625,183.832,254.91,121.465,108.202,113.037,106.078,188.46,30.795,33.164,20.83,81.264,174.703,107.931,167.389,102.319,97.143,97.653,283.083,120.948,72.738,135.995,111.866,110.245,80.684,24.082,261.333,34.106,45.366,177.268,5.314,32.305,148.432,8.852,14.917,12.917,267.159,34.469,16.445,92.137,157.097,55.525,250.675,115.957,242.389,131.254,288.082,30.608,77.708,115.456,182.45,85.997,137.239,259.58,87.764,101.189,10.297,204.854,16.917,53.452,48.447,17.355,12.485,61.106,42.946,57.92,41.405,3.045,5.285,3.198,29.256,55.608,33.119,38.318,6.719,57.386,29.694,34.794,4.88,263.537,15.991,28.735,59.676,163.262,50.744,4.726,3.124,2.356,281.806,86.839,230.413,142.52,5.72,151.072,158.879,35.474,54.673,12.556,12.7,105.185,102.624,180.816,85.019,22.108,84.482,70.557,221.708,123.911,24.691,45.036,156.062,236.053,235.328,81.654,40.83,11.87,48.311,86.691,88.205,66.277,171.447,91.682,66.396,100.082,21.542,169.233,176.687,11.707,12.153,105.556,26.358
289.123,34.723,231.54,280.259,279.903,198.315,273.42,0.053,305.908,290.289,263.168,189.996,220.776,227.361,306.153,216.24,260.154,204.305,293.443,297.758,40.677,288.654,244.893,190.371,316.112,289.155,291.48,309.676,282.653,245.134,115.646,304.507,210.12,301.795,315.807,160.763,158.059,166.385,192.54,214.823,425.138,276.109,316.788,294.492,319.186,297.12,293.955,345.192,353.546,257.041,290.501,185.666,339.659,268.366,168.485,127.911,273.602,15.844,285.885,293.826,344.752,304.683,268.298,176.97,309.302,299.939,363.332,327.598,332.352,269.307,151.751,235.206,263.631,213.232,304.254,272.681,310.843,165.688,366.384,328.553,239.609,304.463,320.8,149.163,184.251,327.607,277.301,298.761,204.385,275.043,270.625,172.372,273.454,170.164,228.748,294.952,265.116,276.4,169.416,215.626,273.58,208.479,321.213,46.197,335.805,23.901,291.413,220.74,215.062,305.364,249.976,319.957,219.521,302.4,272.985,327.194,443.48,143.505,282.043,223.715,258.515,288.317,324.453,295.985,311.183,286.56,218.776,439.823,278.839,219.004,230.554,341.657,281.309,1.395,288.927,294.592,269.153,280.839,274.983,224.685,292.063,169.499,297.221,307.449,247.972,280.512,303.399,183.206,270.667,267.518,276.177,204.975,299.31,300.137,221.267,249.291,343.892,261.286,220.308,362.737,248.282,70.212,289.436,285.748,362.457,436.395,347.779,305.792,316.587,293.379,224.968,295.612,215.225,287.048,263.013,295.063,280.065,276.567,320.751,302.121,331.634,305.572,274.636,278.131,302.968,289.285,311.403,293.592,304.457,290.692,324.951,315.807,307.85,275.101,147.116,273.736,278.187,301.206,350.888,310.084,287.704,276.951,285.5,29.453,221.283,351.238,153.805,270.424,463.223,312.344,284.017,320.451,280.799,296.866,286.145,313.672,177.142,229.957,261.951,300.027,262.377,364.397,229.308,275.667,283.977,261.711,416.408,137.035,332.76,304.807,268.583,325.094,231.547,221.929,318.061,365.702,297.832,325.268,268.247,276.887,348.649,368.283,269.989,283.39,394.652,277.45
215.249,302.216,117.278,35.887,30.847,247.551,24.027,290.232,22.033,0.068,29.664,139.246,93.509,101.329,142.949,106.266,54.868,120.799,41.271,42.972,311.64,111.237,168.204,150.682,6.56,10.49,38.024,49.434,27.41,158.064,179.326,45.3,160.002,59.836,42.114,190.762,165.083,155.825,145.035,102.032,171.129,36.613,62.731,7.099,178.193,41.149,15.423,180.311,276.642,143.538,104.119,160.702,35.238,126.19,172.103,284.672,66.191,316.574,58.789,34.426,99.597,85.644,211.476,304.672,62.102,62.375,102.746,61.686,228.453,144.192,208.277,164.839,180.81,122.383,68.681,33.981,121.099,165.229,126.341,112.829,155.461,113.761,208.768,172.107,143.975,87.953,40.337,139.206,120.826,36.742,123.991,165.534,53.814,285.64,108.347,136.491,177.551,207.707,165.709,121.328,123.682,162.398,69.201,326.791,120.849,295.182,226.698,103.651,119.698,161.85,319.878,256.363,99.027,163.419,104.412,69.105,201.375,257.826,144.413,134.412,132.364,177.118,231.474,19.442,9.005,10.322,99.19,202.598,144.176,182.878,123.726,112.463,119.609,303.8,141.723,100.381,163.14,132.889,131.002,104.387,35.616,200.783,12.666,46.447,198.068,24.85,65.786,161.143,33.146,31.023,36.75,236.559,53.34,38.194,115.084,160.645,8.217,268.581,131.958,268.765,145.584,291.985,12.8,94.512,78.16,191.38,59.9,160.285,252.186,101.98,117.508,38.233,222.003,42.044,35.662,61.463,41.083,32.554,84.589,68.906,34.93,58.983,22.706,26.483,24.127,37.942,75.473,59.74,67.157,26.85,80.098,44.15,63.397,29.41,222.712,33.335,39.082,37.016,188.089,62.444,24.259,22.853,24.681,315.889,103.828,246.488,166.352,25.52,123.351,188.053,53.813,74.271,35.128,34.463,174.995,204.807,272.443,99.907,40.423,102.995,35.299,258.869,148.135,46.29,71.324,183.98,121.962,253.405,80.739,62.606,26.366,67.566,105.761,111.396,87.878,195.795,108.415,86.248,120.653,39.776,323.676,211.496,40.961,34.423,125.886,48.952
216.821,267.684,91.768,27.919,8.794,216.909,8.492,263.804,45.352,29.531,0.025,110.991,71.486,75.82,98.874,78.081,30.013,88.127,11.993,28.592,295.156,86.326,139.909,131.983,34.416,18.449,26.873,33.298,13.475,134.516,169.66,29.986,135.208,49.17,22.367,191.027,130.178,126.092,108.556,77.22,143.577,10.728,50.787,34.862,141.946,28.351,29.036,153.22,231.732,110.435,84.442,138.434,59.295,98.472,190.764,191.342,40.598,289.149,49.514,15.728,86.116,55.581,243.512,214.761,45.872,40.889,70.699,52.925,201.528,125.071,212.39,136.756,140.143,96.061,38.007,7.05,92.934,150.712,87.299,91.283,139.802,88.585,184.539,147.398,119.086,63.764,11.958,98.093,92.512,6.497,98.161,137.351,23.808,269.994,78.901,103.233,149.866,167.455,133.492,84.408,101.694,136.862,51.046,308.15,92.825,278.923,172.119,75.336,90.89,140.676,259.871,269.839,69.414,130.824,91.076,61.946,162.692,235.954,112.538,102.454,108.629,98.186,179.195,38.944,39.231,35.159,69.083,172.701,176.556,162.12,97.207,96.57,90.852,273.938,126.065,70.306,168.189,117.518,101.551,81.899,26.967,227.158,39.041,33.871,190.304,12.281,40.197,140.915,1.54,3.735,13.926,252.323,43.783,17.515,81.427,155.929,56.194,245.019,108.173,232.504,106.643,268.019,36.394,72.468,94.319,156.629,97.486,136.317,207.036,77.717,89.964,14.196,146.399,10.62,26.743,35.545,26.829,5.663,66.749,44.031,66.056,51.621,7.364,8.927,6.989,36.372,59.145,38.555,33.303,10.158,64.529,39.632,56.136,9.547,200.724,20.204,25.984,25.544,152.154,55.954,11.901,8.669,5.82,292.05,73.181,233.861,145.677,12.152,144.194,157.89,34.23,63.874,4.442,17.571,89.909,104.799,322.696,70.494,18.9,76.225,24.837,228.93,119.366,21.259,40.651,154.219,96.657,249.707,82.116,45.664,12.087,58.89,85.272,80.404,62.696,172.239,83.547,68.739,95.157,13.497,258.237,173.023,13.987,16.168,99.433,11.467
105.067,189.402,54.779,142.138,114.171,146.792,119.461,196.934,153.797,139.343,111.01,0.054,45.218,49.351,40.0,40.355,136.774,27.646,125.354,137.671,191.135,38.328,49.339,61.91,138.198,133.064,148.167,141.227,127.299,41.978,225.65,141.054,25.58,165.191,143.855,208.055,33.464,24.927,8.464,40.013,246.616,121.485,152.262,139.028,271.427,140.358,158.443,84.03,166.991,14.536,41.229,63.747,117.257,13.189,254.897,253.05,148.577,192.721,152.399,124.783,189.489,176.724,280.714,210.89,154.438,157.37,44.93,166.754,166.15,26.358,192.74,34.426,78.554,32.38,160.224,117.468,46.62,47.678,39.006,29.897,59.662,59.059,245.235,249.214,41.201,174.118,126.327,41.571,20.007,113.222,26.601,45.168,139.274,172.024,38.111,43.828,80.748,85.895,44.807,28.041,56.963,83.257,188.144,218.765,22.98,170.097,108.67,58.703,30.156,271.769,194.825,174.475,44.153,240.658,205.075,178.542,298.572,139.832,10.991,41.267,42.744,33.294,137.372,151.456,149.671,136.177,41.668,271.044,221.344,99.836,36.628,44.474,33.761,173.301,15.805,49.551,39.638,28.637,20.563,43.839,145.481,259.853,153.763,135.034,78.607,124.144,159.264,249.558,107.893,113.606,132.326,154.912,152.822,134.375,60.408,66.914,142.316,206.115,54.534,169.048,69.283,225.035,150.372,44.208,206.762,272.828,221.143,32.96,275.537,52.367,42.526,120.876,245.909,118.012,137.498,145.541,137.031,114.757,180.081,165.219,171.077,163.215,114.206,128.872,116.134,143.454,164.165,148.464,170.687,107.527,176.898,142.838,163.275,126.112,234.694,132.459,135.861,154.33,95.066,175.572,122.248,127.795,121.997,198.184,43.002,253.517,239.352,118.75,250.377,56.103,147.624,172.959,117.688,122.314,46.258,46.526,219.746,53.933,139.289,45.449,133.392,177.937,52.223,127.426,153.715,75.383,211.949,140.17,192.716,155.64,127.353,158.701,55.541,47.056,170.906,106.12,54.805,180.639,44.167,125.172,240.324,117.041,122.556,122.685,217.55,122.807
